N-tv;http://www.n-tv.de/rss
Zeit;http://newsfeed.zeit.de/index
MVG Störungsticker;http://www.mvg-mobil.de/Tickerrss/CreateRssClass
myTUM Studentennews;http://portal.mytum.de/newsboards/news_students/asRss
TUM News;http://www.tum.de/nc/en/about-tum/news/?type=100
TUM Pressenews;http://portal.mytum.de/rssPresse
Informatik - F13;http://www.os.in.tum.de/index.php?type=100
