N-tv;http://www.n-tv.de/rss
Zeit;http://newsfeed.zeit.de/index
MVG Störungsticker;http://www.mvg-mobil.de/Tickerrss/CreateRssClass
myTUM Studentennews;http://portal.mytum.de/newsboards/news_students/asRss
Infler;http://www.infler.de/rss.php
